Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
2-Y-O,VRC,Hcp,ANZAC DAY HANDICAP,1400,,471,4,2010-04-25,100000,ANZAC DAY HANDICAP,LIFE IS A CABERNET,,O,VIC,DOMESKY,,,FLEM,EPIC DRAGON
O,VRC,Hcp,AUCKLAND RACING CLUB HCP,1600,,357,4,2010-04-25,125000,THE METRIC MILE,GALLANT LADY,,O,VIC,SHERPA TENZING,,,FLEM,EXCEPTIONALLY
3-Y-O,VRC,SWP,VRC ST LEGER,2800,,22,4,2010-04-25,200000,VRC ST LEGER,EXCELLTASTIC,,O,VIC,DELAYED REACTION,,,FLEM,WIND SHEAR
3YO&Up,AJC,Qlty,HALL MARK STAKES,1200,,295,4,2010-04-24,100000,HALL MARK STAKES,BLACK PRINCE,,O,NSW,GOD'S HAND,,,RAND,EGO'S DARE
3YO&Up,WATC,Qlty,MATCHMAKER STAKES,1400,,702,4,2010-04-24,75000,MATCHMAKER STKS,PEACH TREE,,F&M,WA,THUNDELARRA,,,ASCT,SCENIC FAIR
3YO&Up,BRC,Hcp,MEMBER'S HANDICAP,1600,,622,4,2010-04-24,75000,MEMBERS HANDICAP,RACKDALE,,O,QLD,AGE OF HEROES,,,E FM,ROTHERA
3YO&Up,BRC,Qlty,HINKLER HANDICAP,1200,,246,4,2010-04-24,75000,HINKLER HANDICAP,DEER VALLEY,,O,QLD,ONALAR,,,E FM,BORDER REBEL
3-Y-O,BRC,SW,PRINCESS STAKES,1600,,711,4,2010-04-24,100000,PRINCESS STAKES,ACOUPLAMAS,,F,QLD,FREE TO ROAM,,,DOOM,DEVOIRS
3YO&Up,BRC,Hcp,JUANMO STAKES,1200,,685,4,2010-04-24,100000,JUANMO STAKES,DUAL CHAMBER,,F&M,QLD,ACQUIRED,,,E FM,RARE DIAMOND
3-Y-O,AJC,SWP,JAMES H B CARR STAKES,1400,,173,4,2010-04-24,100000,J H B CARR STAKES,SHANNARA,,F,NSW,SO ANYWAY,,,RAND,HAPPY HIPPY
3-Y-O,AJC,SW,FRANK PACKER PLATE,2000,,266,3,2010-04-24,125000,FRANK PACKER PLATE,EUPHEMISM,,O,NSW,VIKING HERO,,,RAND,DARIANA
3YO&Up,AJC,SWP,EMANCIPATION STAKES,1600,,248,2,2010-04-24,150000,EMANCIPATION STAKES,GOLD WATER,,F&M,NSW,STRAWBERRY FIELD,,,RAND,SACRED CHOICE
O,AJC,WFA,ALL AGED STAKES,1400,,104,1,2010-04-24,300000,ALL AGED STAKES,MELITO,,O,NSW,BEADED,,,RAND,HOT DANISH
2-Y-O,AJC,SW,CHAMPAGNE STAKES,1600,,24,1,2010-04-24,300000,CHAMPAGNE STAKES,SASA,,O,NSW,DIVORCES,,,RAND,SKILLED
O,AJC,WFA,QUEEN ELIZABETH STAKES,2000,,412,1,2010-04-24,350000,AJC QUEEN ELIZABETH STKS,TRIPLE HONOUR,,O,NSW,MONACO CONSUL,,,RAND,ROAD TO ROCK
O,AJC,Hcp,SYDNEY CUP,3200,,8,1,2010-04-24,400000,SYDNEY CUP,DIVINE REBEL,,O,NSW,HARRIS TWEED,,,RAND,JESSICABEEL
3-Y-O,WATC,SW,W.A.T.C. DERBY,2400,,45,1,2010-04-24,500000,W.A.T.C. DERBY,BRIDGESTONE,,O,WA,BROTHER MAK,,,ASCT,CHARTREUX
3-Y-O,GOSFORD RC,SWP,GOSFORD GUINEAS,1200,,285,4,2010-04-22,125000,GOSFORD GUINEAS,FLOWERCHILD,,O,NSW,ROTHESAY,,,GOSF,LATIN NEWS
2YO&Up,WATC,Qlty,GRANDSTAND CUP,1400,,566,4,2010-04-17,75000,GRANDSTAND CUP,NOBLE STEED,,O,WA,LATE NIGHT FLIGHT,,,ASCT,MEGATIC
O,SAJC,Hcp,JAPAN TROPHY,2500,,999,4,2010-04-17,70000,JAPAN TROPHY,ATLANTIC AIR,,O,SA,TRADESMANS CHOICE,,,MORP,NAUGHTY BOY
O,AJC,Qlty,JAPAN RACING ASSOC PLATE,2000,,643,4,2010-04-17,100000,JAPAN RACING ASSCTIAN PLT,ABOVE AVERAGE,,O,NSW,BOOMING,,,RAND,HERCULIAN PRINCE
O,AJC,Hcp,THE GALAXY,1100,,272,1,2010-04-17,350000,THE GALAXY,SHELLSCRAPE,,O,NSW,SWIFT ALLIANCE,,,RAND,ORTENSIA
3YO&Up,SAJC,SWP,QUEEN OF THE SOUTH STAKES,1600,,414,2,2010-04-17,150000,QUEEN OF THE SOUTH STAKES,MARCHELLE BELLE,,F&M,SA,AMBERINO,,,MORP,RETURNTOSENDER
3YO&Up,AJC,Hcp,DONCASTER HANDICAP,1600,,13,1,2010-04-17,1500000,DONCASTER HANDICAP,ROAD TO ROCK,,O,NSW,BRILLIANT LIGHT,,,RAND,RANGIRANGDOO
3-Y-O,AJC,SW,AJC OAKS,2400,,20,1,2010-04-17,350000,AJC AUSTRALIAN OAKS,FAINT PERFUME,,F,NSW,RUN FOR NAARA,,,RAND,ONCE WERE WILD
2-Y-O,AJC,Hcp,FERNHILL HANDICAP,1600,,259,4,2010-04-17,100000,FERNHILL HANDICAP,HOWDIDDYDOIT,,O,NSW,IRON LACE,,,RAND,KUDAKULARI
2-Y-O,WATC,SW,KARRAKATTA PLATE,1200,,320,2,2010-04-17,500000,KARRAKATTA PLATE,MISS GAI FLYER,,O,WA,ABSOLUTE PLEASURE,,,ASCT,MOTION PICTURES
3YO&Up,AJC,SWP,SAPPHIRE STAKES,1200,,650,2,2010-04-17,150000,SAPPHIRE STAKES,BEADED,,F&M,NSW,JERSEY LILY,,,RAND,RENAISSANCE
3-Y-O,SAJC,SW,CHAIRMAN'S STAKES,2014,,184,4,2010-04-17,70000,SAJC CHAIRMAN'S STAKES,TOKEN OF HONOUR,,O,SA,KIDNAPPED,,,MORP,RED COLOSSUS
3-Y-O,WATC,SW,W.A. OAKS,2400,,529,3,2010-04-17,250000,WA OAKS,BROCCOLETTA,,F,WA,TROPICAL FURY,,,ASCT,IMPRESSIVE JEUNEY
3-Y-O,AJC,Qlty,SOUTH PACIFIC CLASSIC,1400,,659,3,2010-04-17,125000,SOUTH PACIFIC CLASSIC,NEESON,,O,NSW,ALL LEGAL,,,RAND,STAR OF OCTAGONAL
O,SAJC,Qlty,DC MCKAY STAKES,1100,,350,3,2010-04-17,100000,D C MCKAY STAKES,SOLCHOW,,O,SA,AUGUSTA PROUD,,,MORP,CATAPULTED
3-Y-O,BRC,SW,QUEENSLAND DAY STAKES,1350,,707,4,2010-04-17,125000,QUEENSLAND DAY STAKES,LISTEN SON,,O,QLD,PURETTAN,,,DOOM,TIERQUALO
2-Y-O,AJC,Qlty,KEITH MACKAY HANDICAP,1200,,321,4,2010-04-17,100000,KEITH MACKAY HANDICAP,BOTO VERMELHO,,F,NSW,PARABLES,,,RAND,GOLDEN MILLENIUM
O,TOO TC,Hcp,WEETWOOD HANDICAP,1300,,538,4,2010-04-15,150000,WEETWOOD HANDICAP,DRENALIN,,O,QLD,SOMMERSEA DRIVE,,,TWBA,POOR JUDGE
O,TOO TC,Hcp,BRIGHT SHADOW QUALITY,2050,,513,4,2010-04-15,100000,TOOWOOMBA CUP,ROYAL HOPE,,O,QLD,JUNKA TIKI,,,TWBA,YIELD CURVE
3YO&Up,WATC,WFA,KINGSTON TOWN CLASSIC,1800,PLAYING GOD,438,1,2010-04-12,500000,KINGSTON TOWN CLASSIC,,IMPRESSIVE JEUNEY,O,WA,,TRUSTING,,ASCT,
3-Y-O,WATC,SW,SIR ERNEST LEE-STEERE CL,1400,PLAYCIDIUM MINT,465,3,2010-04-12,125000,LEE STEERE CLASSIC,,BLACK FELIX,O,WA,,VERACIOUS,,ASCT,
O,BRC,Qlty,GEORGE MOORE STAKES,1200,CANCELLED,552,3,2010-04-12,200000,SUMMER STAKES,,,O,QLD,,,,DOOM,
O,STC,Qlty,FESTIVAL STAKES,1500,DYSPHONIA,260,4,2010-04-12,100000,FESTIVAL HCP,,STRATOFORTRESS,O,NSW,,SOUTHERN SKYE,,RHIL,
3YO&Up,WATC,Qlty,G.A. TOWTON CUP,2200,BRANDY LANE,516,4,2010-04-12,100000,G.A. TOWTON CUP,,MEGA STEEL,O,WA,,GUYNO,,ASCT,
3-Y-O,BRC,Qlty,MODE QUALITY,1200,CANCELLED,718,4,2010-04-12,100000,MODE STAKES,,,F,QLD,,,,DOOM,
O,HAWKESBURY RC,Hcp,YALUMBA CUP,1300,KANZAN,673,4,2010-04-11,100000,SAFILO CUP,,CULLEN CASTLE,O,NSW,,GRIFFON,,HAWK,
O,VRC,Hcp,BEGONIA BELLE STAKES,1100,STATUS SYMBOL,722,4,2010-04-11,150000,BEGONIA BELLE STAKES,,JEREZANA,M,VIC,,ZINGALING,,FLEM,
3-Y-O,VRC,SWP,SCHWEPPERVESCENCE ST,1200,CURTANA,426,4,2010-04-11,150000,RED ROSES STAKES,,WONDERFUL LASS,F,VIC,,CANDY STRIPES,,FLEM,
3-Y-O,VRC,Hcp,JOHN WEST THE BEST ST,1800,BACKGAMMON,252,4,2010-04-11,150000,BATMAN HANDICAP,,DOMESKY,O,VIC,,KERCHINGS,,FLEM,
O,VRC,Hcp,THE LEXUS STAKES,1100,TEMPLE OF DOOM,172,4,2010-04-11,150000,CENTURY STAKES,,SECRET FLYER,O,VIC,,FIRST COMMAND,,FLEM,
3YO&Up,HAWKESBURY RC,Hcp,HAWKESBURY GOLD CUP,1600,THANKGOYOU'REHERE,297,3,2010-04-11,125000,HAWKESBURY GOLD CUP,,GLINTZ,O,NSW,,KIMILLSY,,HAWK,
3-Y-O,VRC,SW,CROWN OAKS,2500,BRAZILIAN PULSE,19,1,2010-04-11,1000000,VRC OAKS,,SHAMROCKER,F,VIC,,PLACEMENT,,FLEM,
3YO&Up,WATC,Qlty,FARNLEY STAKES,1400,FOXY BOY,257,4,2010-04-09,75000,FARNLEY STKS,,DELTA GEE,O,WA,,SUPERSCENIC,,BLMT,
3-Y-O,VRC,SWP,EXFORD PLATE,1400,HOLLOWLEA,720,4,2010-04-09,125000,EXFORD PLATE,,ALTIUS,O,VIC,,CENSOR,,FLEM,
O,VRC,WFA,MAKYBE DIVA STAKES,1600,SHOCKING,214,2,2010-04-09,400000,MAKYBE DIVA STAKES,,HEART OF DREAMS,O,VIC,,VIGOR,,FLEM,
3YO&Up,TATTS (NSW),WFA,CHELMSFORD STAKES,1600,THESEO,192,2,2010-04-09,175000,CHELMSFORD STAKES,,METAL BENDER,O,NSW,,PURPLE,,RAND,
3-Y-O,VRC,SWP,DANEHILL STAKES,1200,SOUL,145,2,2010-04-09,250000,DANEHILL STAKES,,BUFFERING,O,VIC,,GENERAL TRUCE,,FLEM,
4YO&Up,VRC,Qlty,BOBBIE LEWIS QUALITY,1200,DOUBTFUL JACK,150,3,2010-04-09,200000,BOBBIE LEWIS QUALITY,,BETROIS,O,VIC,,ABOUT READY,,FLEM,
3YO&Up,TATTS (NSW),Qlty,TRAMWAY HCP,1400,NEESON,517,3,2010-04-09,125000,TRAMWAY HANDICAP,,CANNONBALL,O,NSW,,HERCULIAN PRINCE,,RAND,
3-Y-O,TATTS (NSW),Qlty,MING DYNASTY QUALITY HCP,1400,LION TAMER,166,4,2010-04-09,100000,MING DYNASTY QUALITY HCP,,PRAECIDO,C&G,NSW,,LEVI'S CHOICE,,RAND,
3-Y-O,TATTS (NSW),SW,FURIOUS STAKES,1400,MORE STRAWBERRIES,270,2,2010-04-09,175000,FURIOUS STAKES,,DIVORCES,F,NSW,,PARABLES,,RAND,
4YO&Up,VRC,SWP,LET'S ELOPE STAKES,1400,NO EVIDENCE NEEDED,360,2,2010-04-09,200000,MILADY STAKES,,RESPONSE,M,VIC,,LIVE IN SIN,,FLEM,
3YO&Up,STC,Qlty,BIRTHDAY CARD STAKES,1200,,143,3,2010-03-27,125000,BIRTHDAY CARD STKS,BEADED,,F&M,NSW,MELITO,,,RHIL,PATRONYME
O,STC,Qlty,N E MANION QUALITY CUP,2400,,344,4,2010-03-27,100000,N E MANION CUP,INKSTER,,O,NSW,THE EMBASSY,,,RHIL,PRECEDENCE
2-Y-O,STC,SW,PAGO PAGO STAKES,1200,,396,2,2010-03-27,150000,PAGO PAGO STAKES,BLACKBALL,,C&G,NSW,HINCHINBROOK,,,RHIL,BRIGHT EXPECTATIONS
2-Y-O,STC,SW,MAGIC NIGHT STAKES,1200,,342,2,2010-03-27,150000,MAGIC NIGHT STAKES,MORE STRAWBERRIES,,F,NSW,CELTS,,,RHIL,WILLOWCREEK
3-Y-O,WATC,SWP,J.C. ROBERTS STAKES,1800,,149,4,2010-03-27,75000,J.C. ROBERTS STKS,GOD HAS SPOKEN,,O,WA,FOR YOUR EYES ONLY,,,ASCT,BRIDGESTONE
O,SAJC,Qlty,MANIHI CLASSIC,1200,,250,4,2010-03-27,70000,MANIHI CLASSIC,IMPRESSIVE EAGLE,,O,SA,HIDDEN ENERGY,,,MORP,FLORAMOUR
3-Y-O,SAJC,SWP,LAELIA STAKES,1600,,327,4,2010-03-27,70000,LAELIA STAKES,LEGISTLATURE,,F,SA,ROSE DARMORE,,,MORP,I'M DISCREET
3-Y-O,SAJC,SW,PORT ADELAIDE GUINEAS,1800,,404,4,2010-03-27,70000,PORT ADELAIDE GUINEAS,SAFETY IN NUMBERS,,O,SA,STORM BREWING,,,MORP,RED COLOSSUS
O,SAJC,Qlty,C S HAYES STAKES,1600,,503,4,2010-03-27,70000,COLIN HAYES MEMORIAL CUP,ENCHANTING WATERS,,O,SA,PUERTO BANUS,,,MORP,SOUND OF NATURE
3YO&Up,STC,Qlty,EPONA STAKES,1900,,660,4,2010-03-27,100000,EPONA STAKES,PAGAN PRINCESS,,F&M,NSW,JESSICABEEL,,,RHIL,MESSENGER
3YO&Up,STC,Qlty,AJAX STAKES,1500,,233,2,2010-03-27,150000,AJAX STAKES,CENTENNIAL PARK,,O,NSW,MENTALITY,,,RHIL,BRILLIANT LIGHT
3-Y-O,STC,SW,ROSEHILL GUINEAS,2000,,15,1,2010-03-27,500000,ROSEHILL GUINEAS,ROCK CLASSIC,,O,NSW,RUN FOR NAARA,,,RHIL,ZABRASIVE
3-Y-O,ILLAWARRA TC,SWP,KEITH F NOLAN CLASSIC,1600,,668,3,2010-03-21,150000,KEITH F NOLAN CLASSIC,MIRRASALO,,F,NSW,SPINNAWITCH,,,K GR,SLAPSTICK
3-Y-O,SAJC,SW,SCHWEPPES OAKS,2000,,121,1,2010-03-20,300000,AUSTRALASIAN OAKS,NO EVIDENCE NEEDED,,F,SA,IPIOGA,,,MORP,SMALL MINDS
3-Y-O,WATC,SWP,WATC ASCOT 1000 GUINEAS,1800,,724,4,2010-03-20,75000,WATC ASCOT 1000 GUINEAS,ONE COOL QUEEN,,F,WA,SIGNIFICANT,,,ASCT,FOR YOUR EYES ONLY
2-Y-O,WATC,SWP,SUPREMACY STAKES,1100,,492,4,2010-03-20,75000,SUPREMACY STKS,MOTION PICTURES,,C&G,WA,CELEBRATION GIRL,,,ASCT,MISS CONDITION
3-Y-O,WATC,Qlty,RACONTEUR STAKES,1500,,420,4,2010-03-20,75000,RACONTEUR STKS,BAD FUNK STRIPE,,O,WA,REDHAGE,,,ASCT,CHERI CHEVAL
3YO&Up,WATC,Qlty,AUSTRALIA DAY STAKES,1100,,122,4,2010-03-20,75000,AUSTRALIA DAY STKS,ESCADAIRE,,O,WA,SHOCK VALUE,,,ASCT,LONDON
O,TATTS RC QLD,Hcp,MEMBER'S CUP,1600,,682,4,2010-03-20,75000,MEMBER'S CUP,COCKTAIL SUPREME,,O,QLD,STEEL LIPS,,,E FM,SOILED
O,MRC,Hcp,ANNIVERSARY VASE,1400,,697,4,2010-03-20,100000,ANNIVERSARY VASE,BERRINGAMA,,O,VIC,ELECTROMOTIVE,,,CAUL,DELAYED REACTION
3YO&Up,STC,Qlty,MAURICE McCARTEN STAKES,1100,,603,4,2010-03-20,100000,MAURICE McCARTEN STAKES,NIGHTOFTHEGENERAL,,O,NSW,RAREFIED,,,RHIL,WELKOM GOLD
3YO&Up,STC,Qlty,SKY HIGH STAKES,1900,,598,4,2010-03-20,100000,SKY HIGH STAKES,HADAAF,,O,NSW,COUSIN WAL,,,RHIL,BELLAGIO WYNN
2-Y-O,SAJC,SWP,THE JANSZ,1200,,379,3,2010-03-20,100000,NATIONAL STAKES,STIRLING GROVE,,O,SA,BEDHRAH,,,MORP,TOORAK TOFF
3YO&Up,WATC,WFA,HYPERION STAKES,1400,,312,3,2010-03-20,150000,HYPERION STKS,TARZI,,O,WA,SPITFIRE ACE,,,ASCT,MARASCO
2-Y-O,STC,SW,TODMAN STAKES,1200,,511,2,2010-03-20,300000,TODMAN SLIPPER TRIAL,DECISION TIME,,C&G,NSW,CARVED IN STONE,,,RHIL,MASQUERADER
2-Y-O,STC,SW,REISLING STAKES,1200,,428,2,2010-03-20,300000,REISLING SLIPPER TRIAL,OBSEQUIOUS,,F,NSW,SOLAR CHARGED,,,RHIL,MILITARY ROSE
O,SAJC,WFA,ROBERT SANGSTER STAKES,1200,,495,1,2010-03-20,300000,Swettenham Stud,VELOCITEA,,F&M,SA,SISTER MADLY,,,MORP,ROSTOVA
3-Y-O,STC,SW,PHAR LAP STAKES,1500,,401,2,2010-03-20,150000,PHAR LAP STAKES,AL DHAFRA,,O,NSW,DESCARADO,,,RHIL,TICKETS
3YO&Up,STC,WFA,RANVET STAKES,2000,,423,1,2010-03-20,400000,RAWSON STAKES,RANGIRANGDOO,,O,NSW,SPEED GIFTED,,,RHIL,THESEO
3YO&Up,STC,WFA,CANTERBURY STAKES,1300,,165,2,2010-03-20,150000,CANTERBURY STAKES,BLACK PIRANHA,,O,NSW,MR BARITONE,,,RHIL,HOT DANISH
3YO&Up,STC,Qlty,COOLMORE CLASSIC,1500,,391,1,2010-03-20,600000,TAD KENNEDY STAKES,GOLD WATER,,F&M,NSW,PALACIO DE CRISTAL,,,RHIL,ALVERTA
O,NEWCASTLE JC,Hcp,NEWCASTLE NEWMARKET HCP,1400,,169,3,2010-03-17,125000,NEWCASTLE NEWMARKET HCP,BRILLIANT LIGHT,,O,NSW,EMPEROR BONAPARTE,,,NCLE,WALKING OR DANCING
3YO&Up,AJC,Qlty,RANDWICK CITY STAKES,2000,,163,3,2010-03-13,125000,RANDWICK CITY STAKES,ALEXANDER OF HALES,,O,NSW,DELTONA,,,RAND,THE EMBASSY
O,VRC,WFA,AUSTRALIAN CUP,2000,,18,1,2010-03-13,1000000,AUSTRALIAN CUP,SIRMIONE,,O,VIC,MOATIZE,,,FLEM,ZIPPING
3-Y-O,VRC,SW,CADBURY GUINEAS,1600,,123,1,2010-03-13,750000,AUSTRALIAN GUINEAS,SET FOR FAME,,O,VIC,LINTON,,,FLEM,ROCK CLASSIC
3-Y-O,AJC,SW,RANDWICK GUINEAS,1600,,164,1,2010-03-13,350000,RANDWICK GUINEAS,VIKING LEGEND,,O,NSW,CAPTAIN SONADOR,,,RAND,SHOOT OUT
3YO&Up,VRC,SWP,BLAMEY STAKES,1600,,147,2,2010-03-13,250000,BLAMEY STAKES,VIGOR,,O,VIC,DAO DAO,,,FLEM,LORD TAVISTOCK
4YO&Up,VRC,SWP,SCHWEPPES STAKES,1400,,265,3,2010-03-13,200000,FRANCES TRESSADY STAKES,RED FLAIR,,M,VIC,FLYING RUBY,,,FLEM,BE POSITIVE
4YO&Up,VRC,SWP,MATRON STAKES,1600,,606,3,2010-03-13,200000,MATRON STAKES,DELTA GEE,,M,VIC,MIDNIGHT WINE,,,FLEM,RESPONSE
O,AJC,WFA,CHALLENGE STAKES,1000,,186,2,2010-03-13,150000,AJC CHALLENGE STAKES,DORF COMMAND,,O,NSW,STRYKER,,,RAND,DE LIGHTNING RIDGE
2-Y-O,AJC,SW,SKYLINE STAKES,1200,,468,3,2010-03-13,125000,SKYLINE STAKES,BRIGHT EXPECTATIONS,,C&G,NSW,PRESSDAY,,,RAND,HINCHINBROOK
2-Y-O,AJC,SW,SWEET EMBRACE STAKES,1200,,494,3,2010-03-13,125000,SWEET EMBRACE STAKES,AMBER WALTZ,,F,NSW,ZUTARA,,,RAND,CRYSTAL LILY
4YO&Up,VRC,Hcp,BOB HOYSTED HANDICAP,1000,,154,4,2010-03-13,125000,BOB HOYSTED STAKES,SOLCHOW,,O,VIC,MRS WATTERS,,,FLEM,DEVIL MAY CARE
3YO&Up,AJC,Qlty,ASPIRATION QUALITY,1600,,674,4,2010-03-13,100000,ASPIRATION QUALITY,PAGAN PRINCESS,,F&M,NSW,JESSICABEEL,,,RAND,SACRED CHOICE
4YO&Up,AJC,Qlty,WENONA GIRL HANDICAP,1200,,675,4,2010-03-13,100000,WENONA GIRL HANDICAP,ALVERTA,,M,NSW,ILLUMINATES,,,RAND,BEADED
2-Y-O,VRC,Hcp,FESTIVAL OF RACING STAKES,1000,,223,4,2010-03-13,100000,Flem Festival of Racing ST.,CURTANA,,O,VIC,NOETIC,,,FLEM,MASTER HARRY
3-Y-O,WATC,Qlty,T.J. SMITH TROPHY,1600,,635,4,2010-03-13,75000,TJ SMITH TROPHY,MORANT,,O,WA,RANGER,,,ASCT,YABIGORSE
3-Y-O,AJC,Qlty,ESKIMO PRINCE STAKES,1200,,251,4,2010-03-13,100000,ESKIMO PRINCE STKS,ZINGALING,,O,NSW,HUS DER HEFTEN,,,RAND,THE MIKADO
4YO&Up,VRC,SWP,TURNBULL STAKES,2000,ZIPPING,519,1,2010-03-10,500000,TURNBULL STAKES,,SHOCKING,O,VIC,,SHOOT OUT,,FLEM,
O,VRC,SWP,GILGAI STAKES,1200,HAY LIST,442,2,2010-03-10,250000,BAGUETTE STAKES,,CATAPULTED,O,VIC,,CHASM,,FLEM,
4YO&Up,VRC,SWP,JAYCO STAKES,1400,PALACIO DE CRISTAL,590,2,2010-03-10,200000,ROSE OF KINGSTON STAKES,,NO EVIDENCE NEEDED,M,VIC,,STRAWBERRY FIELD,,FLEM,
3-Y-O,VRC,SWP,CONCEPT SPORTS STAKES,1400,TERRITORY,205,4,2010-03-10,150000,POSEIDON STAKES,,MR CHARD,C&G,VIC,,MULTAHEM,,FLEM,
2-Y-O,VRC,SW,MARIBYRNONG TRIAL STAKES,1000,SEPOY,346,4,2010-03-10,100000,MARIBYRNONG TRIAL STAKES,,DELAGO'S LAD,O,VIC,,STOP SOOKIN,,FLEM,
4YO&Up,VRC,Hcp,PARIS LANE STAKES,1400,GATHERING,638,4,2010-03-10,125000,PARIS LANE STAKES,,ROCKPECKER,O,VIC,,WOORIM,,FLEM,
3-Y-O,VRC,SWP,SUPER IMPOSE PLATE,1800,ÉCLAIR SURPRISE,712,4,2010-03-10,150000,SUPER IMPOSE PLATE,,ALMINDORO,O,VIC,,SHADOWOFEXCELLENCE,,FLEM,
O,VRC,Hcp,THE BART CUMMINGS,2500,HARRIS TWEED,713,4,2010-03-10,200000,THE BART CUMMINGS,,EXCEPTIONALLY,O,VIC,,ABOVE AVERAGE,,FLEM,
3-Y-O,VRC,SW,EDWARD MANIFOLD STAKES,1600,SISTINE ANGEL,244,2,2010-03-10,250000,EDWARD MANIFOLD STAKES,,BRAZILIAN PULSE,F,VIC,,SHAMROCKER,,FLEM,
O,WYONG RC,Qlty,WYONG GOLD CUP,2100,BRASILERIA,595,4,2010-03-09,120000,WYONG GOLD CUP,,ONCE WERE WILD,O,NSW,,VINTEDGE,,WYNG,
O,WYONG RC,SWP,MONA LISA STAKES,1350,HAWK ISLAND,671,4,2010-03-09,100000,MONA LISA STAKES,,SNOW ALERT,F&M,NSW,,MUSIC REVIEW,,WYNG,
3YO&Up,STC,Qlty,CIVIC STAKES,1400,,204,4,2010-03-07,100000,CIVIC STAKES,FALAISE,,O,NSW,MADIBAGOLD,,,RHIL,ILLUMINATES
3-Y-O,SUN COAST TC,SW,SUNSHINE COAST GUINEAS,1600,,708,4,2010-03-07,100000,SUNSHINE COAST GUINEAS,STARTLING PLEASURE,,O,QLD,CARRARA,,,SCST,FIFTEEN CARAT
3-Y-O,WATC,SW,BELMONT OAKS,2000,,138,4,2010-03-07,75000,BELMONT OAKS,PEACH TREE,,F,WA,SNUG BUGGLES,,,BLMT,NEW IMAGE
O,SUN COAST TC,Hcp,CALOUNDRA CITY CUP,2400,,600,4,2010-03-07,200000,CALOUNDRA CITY CUP,TINSELTOWN,,O,QLD,TEARY EYED,,,SCST,IRONSTEIN
O,SUN COAST TC,Hcp,GLASSHOUSE HANDICAP,1400,,625,4,2010-03-07,175000,GLASSHOUSE HANDICAP,ADNOCON,,O,QLD,KING MUFHASA,,,SCST,WOORIM
O,BRC,Hcp,BRIBIE HANDICAP,1200,,315,4,2010-03-04,75000,BRIBIE HANDICAP,LEAPFROG,,O,QLD,DALZAR,,,DOOM,POOR JUDGE
3YO&Up,STC,WFA,THE BMW,2400,,3,1,2010-03-04,2250000,H E TANCRED STAKES,ZAVITE,,O,NSW,NO WINE NO SONG,,,RHIL,LITTORIO
O,OAKBANK RC,Qty,OAKBANK STAKES,1100,,470,4,2010-03-04,70000,HILLS RAILWAY STAKES,ALLSTAR,,O,SA,IDALOU,,,OAKB,VERY DISCREET
3-Y-O,WATC,SWP,NATASHA STAKES,2200,,667,4,2010-03-04,75000,NATASHA STKS,TROPICAL FURY,,F,WA,SIGNIFICANT,,,ASCT,IMPRESSIVE JEUNEY
2-Y-O,WATC,SWP,PERTH STKS,1100,,456,4,2010-03-04,75000,PERTH STKS,BIG JOSH,,C&G,WA,THE PUPSTER,,,ASCT,RIOSAND
2-Y-O,WATC,SWP,GIMCRACK STKS,1100,,280,4,2010-03-04,75000,WATC GIMCRACK STKS,ABSOLUTE PLEASURE,,F,WA,MOTION PICTURES,,,ASCT,MISS CONDITION
2-Y-O,STC,SW,GOLDEN SLIPPER STAKES,1200,,7,1,2010-03-04,3500000,GOLDEN SLIPPER STAKES,DECISION TIME,,O,NSW,MORE STRAWBERRIES,,,RHIL,CRYSTAL LILY
3-Y-O,STC,SW,DARBY MUNRO STAKES,1200,,224,4,2010-03-04,100000,DARBY MUNRO STKS,KANZAN,,O,NSW,RAREFIED,,,RHIL,NEESON
2-Y-O,STC,Hcp,T L BAILLIEU HCP,1400,,126,4,2010-03-04,125000,T L BAILLIEU HCP,FASHION,,O,NSW,KUDAKULARI,,,RHIL,SKILLED
3YO&Up,WATC,WFA,STRICKLAND STAKES,1800,,486,3,2010-03-04,125000,STRICKLAND STKS,TARZI,,O,WA,DOYOUDARE,,,ASCT,MARASCO
O,MRC,Hcp,VICTORIA HANDICAP,1400,,526,3,2010-03-04,125000,VICTORIA HANDICAP,AMBERINO,,O,VIC,DELAYEDREACTION,,,CAUL,ORBIT EXPRESS
O,MRC,Hcp,EASTER CUP,2000,,240,3,2010-03-04,125000,VATC EASTER CUP,LIGHT VISION,,O,VIC,HISSING SID,,,CAUL,FANJURA
3YO&Up,STC,Qlty,STAR KINGDOM STAKES,1100,,481,3,2010-03-04,125000,STAR KINGDOM STKS,WELKOM GOLD,,O,NSW,TYPHOON ZED,,,RHIL,SWIFT ALLIANCE
3-Y-O,STC,SW,TULLOCH STAKES,2000,,174,2,2010-03-04,150000,TULLOCH STAKES,DESCARADO,,C&G,NSW,MALUCKYDAY,,,RHIL,COUNT ENCOSTA
3-Y-O,STC,SW,ARROWFIELD STAKES,2000,,484,1,2010-03-04,400000,STORM QUEEN STAKES,VALDEMORO,,F,NSW,ABSOLUTE FAITH,,,RHIL,FAINT PERFUME
