Age,Club,Cond,Current Race Name,Dist,First,G ID,Grp,MeetDate,Prize$$,Registered Race Name,SECOND,Second,Sex,State,THIRD,Third,Unnamed: 11,Venue,WINNER
3YO&Up,STC,WFA,QUEEN OF THE TURF STAKES,1500,,415,1,2010-03-04,400000,QUEEN OF THE TURF STAKES,ILLUMINATES,,F&M,NSW,MONTANA FLYER,,,RHIL,TYPHOON TRACY
3YO&Up,STC,WFA,GEORGE RYDER STAKES,1500,,277,1,2010-03-04,400000,GEORGE RYDER STAKES,DAO DAO,,O,NSW,KING MUFHASA,,,RHIL,DANLEIGH
3YO&Up,WATC,Qlty,RUABON SPRINT,1200,,633,4,2010-03-04,100000,RUABON SPRINT,REVOLUTION,,O,WA,SHOCK VALUE,,,ASCT,ESCADAIRE
3-Y-O,TTC,SW,BETFAIR TASMANIAN GUINEAS,1600,,499,4,2010-03-01,80000,TASMANIAN GUINEAS,GEEGEES BLACKFLASH,,O,TAS,EBBING,,,LAUN,EXCUSE MY FRENCH
3YO&Up,PINJARRA RC,Qlty,PINJARRA CUP,2300,,402,4,2010-02-28,100000,PINJARRA CUP,ALMOHAD,,O,WA,GUYNO,,,PINJ,SIMPLY ADORABLE
O,MRC,WFA,FUTURITY STAKES,1600,,17,1,2010-02-27,500000,FUTURITY STAKES,DAO DAO,,O,VIC,SNIPER'S BULLET,,,CAUL,TYPHOON TRACY
2-Y-O,STC,SW,SILVER SLIPPER STAKES,1100,,25,2,2010-02-27,200000,SILVER SLIPPER STAKES,AMBER WALTZ,,O,NSW,ZUTARA,,,RHIL,CHANCE BYE
3-Y-O,STC,SW,HOBARTVILLE STAKES,1400,,310,2,2010-02-27,200000,HOBARTVILLE STAKES,ABSOLUTE FAITH,,O,NSW,MONEY ROCKS,,,RHIL,EXTRA ZERO
3-Y-O,MRC,SW,CAULFIELD AUTUMN STAKES,1800,,180,2,2010-02-27,175000,CAULFIELD AUTUMN CLASSIC,SHOOT OUT,,O,VIC,CAPTAIN SONADOR,,,CAUL,MONTON
3YO&Up,STC,Qlty,MILLIE FOX QLTY STAKES,1300,,647,3,2010-02-27,125000,MILLIE FOX STAKES,DOLPHIN JO,,F&M,NSW,CAPECOVER,,,RHIL,MOMENT IN TIME
O,SAJC,SWP,TOOHEYS NEW STAKES,2600,,541,3,2010-02-27,125000,LORD REIMS STAKES,YOSEI,,O,SA,SPIRITED PRINCESS,,,MORP,SHRAPNEL
2-Y-O,SAJC,SW,BREEDERS' STAKES,1200,,540,3,2010-02-27,100000,BREEDERS STAKES,CHAKVETADZE,,O,SA,SUBTLE COVE,,,MORP,MONTANA FLYER
O,BRC,Hcp,FALVELON QUALITY,1200,,681,4,2010-02-27,100000,FALVELON QUALITY,NUCLEAR MEDICINE,,O,QLD,THE JACKAL,,,E FM,MOTSPUR
O,MRC,Hcp,W. J. (BILL) ADAMS STAKES,1200,,303,4,2010-02-27,100000,W J ADAMS STAKES,TIME MATTERS,,O,VIC,SOLCHOW,,,CAUL,VELOCITEA
2-Y-O,MRC,SWP,POL ROGER STAKES,1100,,584,4,2010-02-27,100000,MRC CHAIRMAN'S STAKES,BEDHRAH,,O,VIC,ROCK OF FORTUNE,,,CAUL,CRYSTAL LILY
O,MRC,Qlty,VICTORIA GOLD CUP,2000,,665,4,2010-02-27,100000,VICTORIA GOLD CUP,BERTONIC,,O,VIC,SADALBAY,,,CAUL,OLD JOCK
3-Y-O,WATC,Qlty,CHALLENGE STAKES.,1400,,185,4,2010-02-27,75000,WATC CHALLENGE STKS,YABIGORSE,,O,WA,ZENTRATE,,,ASCT,MORANT
O,SAJC,SWP,MATRICE STAKES,1200,,574,4,2010-02-27,70000,MATRICE STAKES,JAALIPPY,,O,SA,TRAMUNTANA,,,MORP,PERIDUKI
3YO&Up,TTC,WFA,VAMOS STAKES,1400,,709,4,2010-02-24,100000,VAMOS STAKES,MOULIN ROUGE,,F&M,TAS,ROSES FOR CLAIRE,,,LAUN,IM A HUSSY
O,TTC,Hcp,LAUNCESTON CUP,2400,,41,3,2010-02-24,300000,LAUNCESTON CUP,DREAM PEDLAR,,O,TAS,GROWL,,,LAUN,LARRY'S NEVER LATE
3-Y-O,TTC,SW,TAS OAKS,2100,,500,4,2010-02-21,150000,TASMANIAN OAKS,VIMY,,F,TAS,LOVE THE MOMENT,,,LAUN,COULIS
O,TTC,WFA,TATTS GEORGE ADAMS PL,1600,,374,4,2010-02-21,100000,MOWBRAY STAKES,MYSTERY QUEST,,O,TAS,LYELL,,,LAUN,LIFE TO THE FULL
3YO&Up,PINJARRA RC,Qlty,PINJARRA CLASSIC,1300,,701,4,2010-02-21,80000,PINJARRA STKS,SPITFIRE ACE,,O,WA,FIM MARU,,,PINJ,GLORY HUNTER
3-Y-O,SAJC,SWP,H C NITSCHKE STAKES,1400,,383,4,2010-02-20,70000,H C NITSCHKE STAKES,BABY CORN,,O,SA,FURLINE,,,MORP,IM DISCREET
2-Y-O,MRC,SW,BLUE DIAMOND STAKES,1200,,21,1,2010-02-20,1000000,BLUE DIAMOND STAKES,SHAAHEQ,,O,VIC,BENETEAU,,,CAUL,STAR WITNESS
3YO&Up,STC,Qlty,PARRAMATTA CUP,2000,,397,4,2010-02-20,100000,PARRAMATTA CUP,LA BELLE CHATAIGNE,,O,NSW,WALK IN THE PARK,,,RHIL,DELTONA
3YO&Up,STC,Qlty,TRISCAY STAKES,1200,,629,4,2010-02-20,100000,TRISCAY STAKES,MARY'S GRACE,,F&M,NSW,DANE JULIA,,,RHIL,PATRONYME
3-Y-O,MRC,SWP,SCHWEPPERVESCENCE CUP,1400,,124,2,2010-02-20,125000,AUTUMN STAKES,GURU BOB,,O,VIC,MOST IMMEDIATE,,,CAUL,DENMAN
3-Y-O,SAJC,SWP,REDELVA STAKES,1000,,631,4,2010-02-20,70000,REDELVA STAKES,LUCE DEL MARE,,O,SA,HAPPY HIPPY,,,MORP,HOONESS
3-Y-O,MRC,SW,ANGUS ARMANASCO STAKES,1400,,518,2,2010-02-20,175000,ANGUS ARMANASCO STAKES,HEART OF DREAMS,,F,VIC,MISS MAREN,,,CAUL,LA ROCKET
O,MRC,WFA,ST GEORGE STAKES,1800,,474,2,2010-02-20,200000,ST GEORGE STAKES,GIGAS,,O,VIC,IRISH LIGHTS,,,CAUL,SET FOR FAME
3YO&Up,STC,WFA,APOLLO STAKES,1400,,112,2,2010-02-20,250000,APOLLO STAKES,RANGIRANGDOO,,O,NSW,PALACIO DE CRISTAL,,,RHIL,DANLEIGH
O,MRC,Hcp,OAKLEIGH PLATE,1100,,387,1,2010-02-20,350000,OAKLEIGH PLATE,HERE DE ANGELS,,O,VIC,ARINOS,,,CAUL,STARSPANGLEDBANNER
4YO&Up,MRC,SWP,MANNERISM STAKES,1400,,562,3,2010-02-20,125000,MANNERISM STAKES,BE POSITIVE,,M,VIC,FLYING TESSIE,,,CAUL,TOOTSIE
O,MRC,SWP,CARLYON CUP,1400,,170,3,2010-02-20,125000,T S CARLYON CUP,ROAD TO ROCK,,O,VIC,DELAYEDREACTION,,,CAUL,RIGHTFULLY YOURS
O,MORN RC,Hcp,MORNINGTON CUP,2400,,370,4,2010-02-17,200000,MORNINGTON CUP,AL WAFI,,O,VIC,FAIRYGEM,,,MORN,CAPECOVER
O,MORN RC,Hcp,HAREEBA STAKES,1200,,111,4,2010-02-17,100000,HAREEBA STAKES,MR BARITONE,,O,VIC,CAPTAIN COLTISH,,,MORN,HUXSSEN
O,KILMORE TC,Hcp,KILMORE CUP,1600,,323,4,2010-02-14,110000,KILMORE CUP,SCENIC SCENE,,O,VIC,VANDALO,,,KILM,JOKU
2-Y-O,TTC,SW,GOLD SOVEREIGN STAKES,1200,,282,4,2010-02-14,150000,GOLD SOVEREIGN STAKES,CUDDLES FOR NAARA,,O,TAS,GATHERING GOLD,,,LAUN,STRIKE THE TIGER
2-Y-O,SAJC,SW,QUEEN ADELAIDE STAKES,1000,,411,4,2010-02-13,70000,QUEEN ADELAIDE STAKES,PARISIAN SUNRISE,,O,SA,SHRAPNEL,,,MORP,WARM LOVE
3-Y-O,MVRC,SW,TOP CUT ALISTER CLARK ST,1600,,102,2,2010-02-13,200000,ALISTER CLARK STAKES,TAKE THE RAP,,C&G,VIC,OFFHANDED,,,M V,LINTON
2-Y-O,AJC,SWP,WIDDEN STAKES,1100,,542,4,2010-02-13,100000,WIDDEN STAKES,MAFIA MISS,,F,NSW,SO DETACHED,,,RAND,GEORGETTE SILK
2-Y-O,AJC,SWP,CANONBURY STAKES,1100,,162,4,2010-02-13,100000,CANONBURY STAKES,CORVIDAE,,C&G,NSW,RUN FOR WILSON,,,RAND,HITCHINBROOK
3YO&Up,AJC,Qlty,SOUTHERN CROSS STAKES,1200,,268,3,2010-02-13,125000,FREDERICK CLISSOLD STAKES,DREAMSCAPE,,O,NSW,GEARED UP,,,RAND,KENNY'S WORLD
4YO&Up,AJC,SWP,BREEDERS' CLASSIC,1200,,627,2,2010-02-13,150000,BREEDERS CLASSIC,MONTANA FLYER,,M,NSW,MADAME PEDRILLE,,,RAND,ALVERTA
3-Y-O,AJC,SW,ROYAL SOVEREIGN STAKES,1200,,441,2,2010-02-13,150000,ROYAL SOVEREIGN STAKES,MORE THAN GREAT,,C&G,NSW,VIKING LEGEND,,,RAND,SHOOT OUT
3-Y-O,AJC,SW,LIGHT FINGERS STAKES,1200,,330,2,2010-02-13,150000,LIGHT FINGERS STAKES,TRIM,,F,NSW,SWEEPSTAKING,,,RAND,MORE JOYOUS
O,SAJC,Qlty,PORT ADELAIDE CUP,2250,,30,4,2010-02-13,70000,PORT ADELAIDE CUP,KERDEM,,O,SA,ITSTHEONE,,,MORP,RIGHT FONG
3YO&Up,MVRC,WFA,SUNLINE STAKES,1600,,232,2,2010-02-13,200000,DIAMOND JUBILEE STAKES,PRINCESS MARIZZA,,F&M,VIC,SILVERCITYMISS,,,M V,ZARITA
O,MVRC,WFA,WILLIAM REID STAKES,1200,,544,1,2010-02-13,500000,WILLIAM REID STAKES,WANTED,,O,VIC,SNIPER'S BULLET,,,M V,TURFFONTEIN
3-Y-O,MVRC,SW,MOONEE VALLEY FILLIES CL,1500,,648,2,2010-02-13,200000,MOONEE VALLEY OAKS,ALOHA,,F,VIC,ABSOLUTE FAITH,,,M V,SPEEDY NATALIE
O,VRC,Hcp,MELBOURNE CUP,3200,AMERICAIN,1,1,2010-02-11,6000000,MELBOURNE CUP,,MALUCKYDAY,O,VIC,,SO YOU THINK,,FLEM,
2-Y-O,VRC,SW,RITZENHOFF STAKES,1000,SPECTROLITE,159,4,2010-02-11,100000,OTTAWA STAKES,,MILITARY GRACE,F,VIC,,DINNER DATE,,FLEM,
O,VRC,Hcp,HONG KONG JOCKEY CLUB PL,1800,TAGUS,293,4,2010-02-11,150000,MELBOURNE CUP DAY PLATE,,RIGHT FONG,O,VIC,,HIDDEN WONDER,,FLEM,
3-Y-O,VRC,Hcp,SEPPELT WINES HANDICAP,1400,PALOMARES,491,4,2010-02-11,150000,DESIRABLE STAKES,,BOOKLET,F,VIC,,ZELSNITZ,,FLEM,
4YO&Up,VRC,SWP,LIBERTY FINANCIAL PLATE,1400,JERSEY LILY,696,4,2010-02-11,150000,MAYBE MAHAL STAKES,,HAPPY HIPPY,M,VIC,,VALENTINE MISS,,FLEM,
3YO&Up,AJC,Hcp,THE METROPOLITAN,2400,HERCULIAN PRINCE,16,1,2010-02-10,400000,THE METROPOLITAN,,MOURAYAN,O,NSW,,NO WINE NO SONG,,RAND,
3-Y-O,AJC,SW,SPRING CHAMPION STAKES,2000,EREWHON,23,1,2010-02-10,400000,SPRING CHAMPION STAKES,,RETRIEVE,O,NSW,,PRAECIDO,,RAND,
3-Y-O,AJC,SW,FLIGHT STAKES,1600,SECRET ADMIRER,261,1,2010-02-10,400000,FLIGHT STAKES,,MORE STRAWBERRIES,F,NSW,,PARABLES,,RAND,
3-Y-O,AJC,SW,ROMAN CONSUL STAKES,1200,BUFFERING,433,2,2010-02-10,175000,ROMAN CONSUL STKS,,OBSEQUIOUS,O,NSW,,PARRIWI,,RAND,
3YO&Up,AJC,SWP,THE SHORTS,1200,HOT DANISH,457,2,2010-02-10,175000,THE SHORTS,,WHITEFRIARS,O,NSW,,SHELLSCRAPE,,RAND,
O,AJC,WFA,CRAVEN PLATE,2000,C'EST LA GUERRE,216,3,2010-02-10,125000,CRAVEN PLATE,,PURPLE,O,NSW,,TRIPLE HONOUR,,RAND,
3YO&Up,AJC,Hcp,EPSOM HCP,1600,CAPTAIN SANADOR,14,1,2010-02-10,500000,EPSOM HANDICAP,,TRUSTING,O,NSW,,SACRED CHOICE,,RAND,
2-Y-O,AJC,SW,BREEDERS' PLATE,1000,SMART MISSILE,153,4,2010-02-10,100000,BREEDERS PLATE,,ISLE BE READY,C&G,NSW,,WILD AND PROUD,,RAND,
2-Y-O,AJC,SW,GIMCRACK STAKES,1000,DEFIANT DAME,279,4,2010-02-10,100000,AJC GIMCRACK STKS,,HALLOWELLE BELLE,F,NSW,,DISPUTES,,RAND,
4YO&Up,AJC,SWP,ANGST STAKES,1400,LOVEMELIKEAROCK,618,4,2010-02-10,100000,ANGST QUALITY HCP,,SHANNARA,M,NSW,,LIVE IN SIN,,RAND,
3YO&Up,WATC,Qlty,BIRTHDAY STAKES,1200,SHOCK VALUE,144,4,2010-02-10,80000,BIRTHDAY STKS,,FAMOUS ROMAN,O,WA,,COLOUR CORRECT,,BLMT,
O,SAJC,SWP,GERARD CORPORATION ST,1600,,200,3,2010-02-05,170000,R A LEE STAKES,LIFE TO THE FULL,,O,SA,TAGUS,,,MORP,MAGESTIC MUSIC
O,SAJC,SWP,THE GOODWOOD,1200,,27,1,2010-02-05,300000,SAJC GOODWOOD,CATAPULTED,,O,SA,VERY DISCREET,,,MORP,VELOCITEA
3YO&Up,SAJC,SWP,PROUD MISS STAKES,1200,,703,4,2010-02-05,70000,PROUD MISS STAKES,IMPRESSIVE EAGLE,,F&M,SA,AUGUSTA PROUD,,,MORP,HANABANANAH
2-Y-O,SAJC,SWP,OAKLANDS PLATE,1600,,386,4,2010-02-05,70000,OAKLANDS PLATE,EXCHANGES,,O,SA,TALES OF THUNDER,,,MORP,PRECIOUS LORRAINE
3-Y-O,SAJC,SWP,AURARIA STAKES,1800,,119,3,2010-02-05,100000,AURARIA STAKES,EL SPARK,,F,SA,LEGISLATURE,,,MORP,FAIRY OAK
3-Y-O,SAJC,SW,SA DERBY,2500,,26,1,2010-02-05,300000,SA DERBY,RED COLOSSUS,,O,SA,SEA GALLEON,,,MORP,KIDNAPPED
O,SAJC,Qlty,BIRTHDAY CUP,1800,,31,4,2010-01-30,70000,BIRTHDAY CUP,TUSCANY VIEW,,O,SA,SWOOPER,,,MORP,ZAGREB
O,VRC,WFA,LIGHTNING STAKES,1000,,332,1,2010-01-30,500000,VRC LIGHTNING STAKES,WANTED,,O,VIC,SHELLSCRAPE,,,FLEM,NICCONI
3-Y-O,TRC,SW,TASMANIAN DERBY,2200,,498,3,2010-01-30,200000,TASMANIAN DERBY,KINNERSLEY,,O,TAS,COULIS,,,HOB,GEEGEES BACKFLASH
3-Y-O,VRC,SWP,THE DEBONAIR,1200,,226,3,2010-01-30,200000,THE DEBONAIR,ENCOSTA BELIEF,,C&G,VIC,EXTRA ZERO,,,FLEM,TAKE THE RAP
3-Y-O,VRC,SWP,THE VANITY,1200,,524,3,2010-01-30,200000,THE VANITY,MISTY BLUE,,F,VIC,ABSOLUTE FAITH,,,FLEM,TALLOW
3YO&UP,TRC,WFA,BOW MISTRESS TROPHY,1200,,692,4,2010-01-30,120000,BOW MISTRESS TROPHY,MOULIN ROUGE,,F&M,TAS,FLYING RUBY,,,HOB,DOLLOPS
2-Y-O,VRC,SWP,TALINDERT STAKES,1000,,496,4,2010-01-30,100000,TALINDERT STAKES,TRICKY TRICKY,,O,VIC,WILLOW CREEK,,,FLEM,STAR WITNESS
3YO&Up,WATC,Qlty,DETONATOR STAKES,1800,,596,4,2010-01-30,75000,DETONATOR HCP,GUYNO,,O,WA,NELLIE GOT THERE,,,ASCT,STAR RISCA
2-Y-O,TRC,SW,ELWICK 2 YO STAKES,1100,,497,4,2010-01-30,80000,ELWICK STAKES,BEAU VALLON,,O,TAS,I AM MAGIC,,,HOB,RADHA RANI
3-Y-O,MRC,SWP,ZEDITAVE STAKES,1200,,563,4,2010-01-26,100000,ZEDITAVE STAKES,CARRARA,,C&G,VIC,SPACECRAFT,,,CAUL,DENMAN
2-Y-O,MRC,SWP,BLUE DIAMOND PREVIEW (F),1000,,448,4,2010-01-26,100000,BLUE DIAMOND PREVIEW FILLY,SHAAHEQ,,F,VIC,WARM LOVE,,,CAUL,CRYSTAL LILY
2-Y-O,MRC,SWP,BLUE DIAMOND PREVIEW (C&G),1000,,447,4,2010-01-26,100000,BLUE DIAMOND PREVIEW C&G,MARMAA,,C&G,VIC,PELLIZOTTI,,,CAUL,INNOCENT GAMBLE
3-Y-O,MRC,SWP,KEVIN HAYES STAKES,1200,,316,4,2010-01-26,100000,BORONIA STAKES,ALOHA,,F,VIC,DYSTOPIA,,,CAUL,SET FOR FAME
O,MRC,Hcp,BARTON STAKES,1400,,130,4,2010-01-26,100000,BARTON STAKES,DANZYLUM,,O,VIC,ZARITA,,,CAUL,JOKU
3YO&Up,AJC,Hcp,AUSTRALIA DAY CUP,2400,,109,4,2010-01-26,100000,AUSTRALIA DAY CUP,RAINBOW STYLING,,O,NSW,COME ON CUGAT,,,RAND,FAIRYGEM
O,TRC,WFA,PREMIUM STAKES,1200,,218,4,2010-01-24,80000,PREMIUM STAKES,CHAIRMANOFTHEBOARD,,O,TAS,RELENTLESS PURSUIT,,,HOB,TWENTY GRAND
3YO&Up,BRC,Qlty,NUDGEE QUALITY,1200,,706,4,2010-01-23,100000,NUDGEE QUALITY,KRYPTELON,,F&M,QLD,ALVERTA,,,E FM,PLAIN MAGIC
3YO&Up,MVRC,WFA,ESSENDON CARLYON ST.,1200,,559,2,2010-01-22,200000,STANLEY WOOTTON STAKES,HERE DE ANGELS,,O,VIC,LA ROCKET,,,M V,BLACK CAVIAR
O,SUN COAST TC,Hcp,SUMMER CUP,1400,,679,4,2010-01-17,100000,SUMMER CUP,VOICE COMMANDER,,O,QLD,SOMMERSEA DRIVE,,,SCST,BARLINNIE
3-Y-O,TRC,SW,HOBART GUINEAS,2100,,608,4,2010-01-17,80000,HOBART GUINEAS,GEEGEES BLACKFLASH,,O,TAS,CATWEN BOY,,,HOB,EXCUSE MY FRENCH
O,VRC,Hcp,CHESTER MANIFOLD STAKES,1410,,194,4,2010-01-16,150000,CHESTER MANIFOLD STAKES,TIME MATTERS,,O,VIC,BERRINGAMA,,,FLEM,DANZYLUM
3YO&Up,STC,Qlty,FRANK UNDERWOOD CUP,2000,,267,4,2010-01-16,100000,FRANK UNDERWOOD CUP,SPINNEY,,O,NSW,ZAVITE,,,RHIL,RABBUKA
O,VRC,Hcp,KENSINGTON STAKES,1000,,645,4,2010-01-16,100000,KENSINGTON STAKES,ARINOS,,O,VIC,COMMON INTEREST,,,FLEM,SILVER BULLION
3YO&Up,STC,Qlty,CANTERBURY CLASSIC,1100,,621,4,2010-01-14,100000,CANTERBURY CLASSIC,PINWHEEL,,O,NSW,KENNY'S WORLD,,,CANT,NEWS ALERT
O,BALAKLAVA RC,Qlty,BALAKLAVA CUP,1600,HADDLE MCDADDLE,568,4,2010-01-09,80000,BALAKLAVA CUP,,SILENT SOPHIA,O,SA,,XAIETA,,BKVA,
3YO&Up,BRC,WFA,VICTORY STAKES,1200,,463,2,2010-01-05,150000,VICTORY STAKES,THE JACKAL,,O,QLD,ALBERT THE FAT,,,E FM,GHETTO BLASTER
2-Y-O,WATC,SW,W.A. SIRES' PRODUCE STAKES,1400,,467,3,2010-01-05,200000,WATC SIRES PRODUCE,MISS CONDITION,,O,WA,IHTSATUNE,,,BLMT,MOTION PICTURES
2-Y-O,MRC,Hcp,BLUE SAPPHIRE CLASSIC,1200,,714,4,2010-01-05,100000,BLUE SAPPHIRE CLASSIC,MISS ELVEE,,O,VIC,SISTINE ANGEL,,,CAUL,SMOKIN JOEY
O,HAWKES RC,SWP,DARLEY CROWN,1300,,717,4,2010-01-05,100000,HAWKESBURY CROWN,RENAISSANCE,,F&M,NSW,PURRPURRLENA,,,HAWK,SERENISSIMA
O,HAWKES RC,Hcp,THE ROWLEY MILE,1600,,716,4,2010-01-05,100000,THE ROWLEY MILE,KEFFIYA,,O,NSW,PARFUMIER,,,HAWK,SNOW ALERT
3-Y-O,HAWKES RC,SWP,HAWKESBURY GUINEAS,1400,,655,4,2010-01-05,100000,HAWKESBURY GUINEAS,KHAS KURA,,O,NSW,ALL LEGAL,,,HAWK,NEESON
3-Y-O,BRC,SW,GUNSYND MILE,1600,,575,3,2010-01-05,125000,GUNSYND MILE,LISTEN SON,,O,QLD,BRAVE THE WAY,,,E FM,SANDERSON
3YO&Up,BRC,Qlty,TAILS QUALITY,2100,,238,4,2010-01-05,75000,TAILS QUALITY,ENCOSTA TSZYU,,O,QLD,ROYAL HOPE,,,E FM,TABULATE
3YO&Up,TATTS (NSW),Qlty,CARRINGTON STAKES,1100,,175,4,2010-01-01,100000,CARRINGTON STAKES,PRINCE BRAEMAN,,O,NSW,PINS ON PARADE,,,RAND,COURT
O,WATC,Qlty,PERTH CUP,2400,,44,2,2010-01-01,400000,PERTH CUP,MA CHIENNE,,O,WA,LARGO LAD,,,ASCT,LORD RANSOM
O,VRC,Hcp,BAGOT HANDICAP,2800,,125,4,2010-01-01,150000,BAGOT HANDICAP,APPREHEND,,O,VIC,GRAND DESTINY,,,CAUL,ATLANTIC AIR
O,VRC,Hcp,STANDISH HANDICAP,1200,,480,3,2010-01-01,200000,STANDISH HANDICAP,BELTROIS,,O,VIC,JUGGLE THE BOOKS,,,CAUL,ROYAL IDA
3YO&Up,TATTS (NSW),Qlty,TATTERSALLS CLUB CUP,2000,,502,4,2010-01-01,100000,TATTERSALLS CLUB CUP,HAIRY,,O,NSW,SPINNEY,,,RAND,RAINBOW STYLING
O,GOLD COAST TC,Qlty,GOLDMARKET HANDICAP,1300,,640,4,2010-01-01,100000,GOLDMARKET HANDICAP,HARD TO CATCH,,O,QLD,COCKTAIL SUPREME,,,GCST,BAQABA
3YO&Up,WATC,Qlty,SUMMER SCORCHER,1000,,700,4,2010-01-01,100000,SUMMER SCORCHER,PRO ART,,O,WA,NOLLAMARA,,,ASCT,MA MA MACHINE
O,SAJC,Qlty,CHRISTMAS HANDICAP,1400,,29,4,2009-12-26,70000,CHRISTMAS HANDICAP,HIDDEN ENERGY,,O,SA,MOMENT IN TIME,,,MORP,SHEKINAAR
3YO&Up,WATC,SWP,LA TRICE CLASSIC,1800,,699,4,2009-12-26,75000,LA TRICE CLASSIC,ROCK MY PAGO,,F&M,WA,BROADWAY BELLE,,,ASCT,IMPRESSIVE JEUNEY
O,MRC,Hcp,LORD STAKES,1700,,311,4,2009-12-26,100000,LORD STAKES,SOUND JOURNEY,,O,VIC,ITS PRINCE,,,CAUL,SADALBARI
O,MRC,Hcp,CHRISTMAS STAKES,1200,,198,4,2009-12-26,100000,CHRISTMAS STAKES,TRAMUNTANA,,O,VIC,TIME MATTERS,,,CAUL,HERE DE ANGELS
2-Y-O,BRC,SW,BJ MCLACHLAN PLATE,1200,,558,4,2009-12-26,150000,BJ MCLACHLAN PLATE,MARKING TIME,,O,QLD,STARTSMEUP,,,DOOM,MILITARY ROSE
O,BRC,Qlty,BERNBOROUGH HANDICAP,1615,,142,4,2009-12-26,200000,BERNBOROUGH HANDICAP,ALVERTA,,O,QLD,ABSENT FRIENDS,,,DOOM,JOKU
3YO&Up,AJC,Hcp,SUMMER CUP,2400,,488,3,2009-12-26,125000,SUMMER CUP,ZAZABEAU,,O,NSW,ROCKWOOD,,,RAND,SOLID BILLING
3-Y-O,BRC,SW,VO ROGUE PLATE,1350,,705,3,2009-12-26,150000,VO ROGUE PLATE,SOOT OUT,,O,QLD,CHOISTAR,,,DOOM,GRACEFUL ANNA
O,TRC,WFA,TASMANIAN STAKES,1600,,501,4,2009-12-20,80000,TASMANIAN STAKES,WITH DECORUM,,O,TAS,WEALTHY LAD,,,HOB,DREAM PEDLAR
3YO&Up,WATC,WFA,C.B. COX STAKES,2100,,213,2,2009-12-19,250000,C B COX STKS,LARGO LAD,,O,WA,DANTE'S BANQUET,,,ASCT,LORDS RANSOM
3YO&Up,AJC,Qlty,VILLIERS STAKES,1600,,527,2,2009-12-19,150000,VILLIERS STAKES,PARFUMIER,,O,NSW,SPINNEY,,,RAND,PALACIO DE CRISTAL
O,BRC,Qlty,LOUGH NEAGH STAKES,1350,,235,4,2009-12-19,200000,LOUGH NEAGH STAKES,ZERO ROCK,,O,QLD,KENNY'S WORLD,,,DOOM,GHETTO BLASTER
3YO&Up,AJC,Qlty,RAZOR SHARP HCP,1200,,619,4,2009-12-19,100000,RAZOR SHARP HANDICAP,NEWS ALERT,,O,NSW,EGO'S DARE,,,RAND,PRINCE BRAEMAN
3YO&Up,WATC,Qlty,R.S. CRAWFORD STAKES,1000,,565,4,2009-12-19,100000,R.S. CRAWFORD STKS,VIZARD,,O,WA,VAIN RAIDER,,,ASCT,STRATAZOA
2-Y-O,MVRC,SW,ST. ALBANS STAKES,1000,,291,4,2009-12-13,100000,ST. ALBANS STAKES,FLOKKATI,,O,VIC,EBONY ROCK,,,M V,ROULETTES
3YO&Up,WATC,WFA,WA ST. LEGER,2100,,478,4,2009-12-12,100000,WA ST LEGER,RED HOT CHOICE,,O,WA,THORN DANCER,,,ASCT,IMPRESSIVE JEUNEY
3YO&Up,STC,Qlty,CHRISTMAS CUP,2400,,197,4,2009-12-12,100000,CHRISTMAS CUP,BRIGHT MIND,,O,NSW,STAR RIPPER,,,RHIL,SCOUTING WIDE
2-Y-O,BRC,SWP,PHELAN READY PLATE,1200,,359,4,2009-12-12,100000,PHELAN READY PLATE,SPIRIT OF BOOM,,C&G,QLD,GHOSTNTHEDARKNESS,,,E FM,JANTZEN
2-Y-O,BRC,SWP,CALAWAY GAL PLATE,1200,,678,4,2009-12-12,100000,CALAWAY GAL PLATE,DEMANDING MISS,,F,QLD,RINGA RINGA ROSIE,,,E FM,MILITARY ROSE
3YO&Up,WATC,WFA,A.J. SCAHILL STAKES,1400,,451,3,2009-12-12,125000,A J SCAHILL STKS,TARZI,,O,WA,ELLIOTTO,,,ASCT,PROART
3YO&Up,BRC,Qlty,JUST NOW QUALITY,1300,,664,4,2009-12-12,75000,JUST NOW QUALITY,FUHRNATIC,,F&M,QLD,LA ZEEL,,,E FM,ALVERTA
3YO&Up,WATC,Qlty,STARSTRUCK CLASSIC,1600,,614,4,2009-12-12,75000,STARSTRUCK CLASSIC,EXQUISITE TIMING,,F&M,WA,BRAVA FORTUNE,,,ASCT,CASTLETOWN KEYS
O,SAJC,Qlty,CITY OF MARION STAKES,1200,,201,4,2009-12-12,70000,CITY OF MARION STAKES,BLAHNIK,,O,SA,TRAMUNTANA,,,MORP,CATAPULTED
O,MVRC,WFA,DATO' TAN CHIN NAM STAKES,1600,,258,2,2009-12-09,500000,JOHN F FEEHAN STAKES,MIC MAC,,O,VIC,JOLIE'S SHINJU,,,M V,WHOBEGOTYOU
3YO&Up,STC,Qlty,THEO MARKS STAKES,1400,,507,2,2009-12-09,200000,THEO MARKS STAKES,ROCK KINGDOM,,O,NSW,TRIPLE HONOUR,,,RHIL,RACING TO WIN
4YO&Up,MVRC,WFA,W H STOCKS STAKES,1600,,599,2,2009-12-09,200000,W H STOCKS STAKES,CATS WHISKER,,M,VIC,SOUL DIVA,,,M V,ZARITA
